Front	Back	Tags
Losing route kept as backup	Route not installed in table still lives in source protocol's database. Takes over if primary fails. <br><br><span style="color:#888">3.2.b.2 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.b weight_high
AD not consulted across masks	AD is NEVER consulted when prefix lengths differ. LPM decides first. <br><br><span style="color:#888">3.2.b.3 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.b weight_high
show ip ospf database	View routes OSPF knows about, including those not installed due to losing AD battles. <br><br><span style="color:#888">3.2.b.4 · weight: med</span>	ccna domain3 topic3.2 subtopic3.2.b weight_med
AD values (memorize)	Connected=0, Static=1, eBGP=20, EIGRP=90, OSPF=110, IS-IS=115, RIP=120, EIGRP-ext=170, iBGP=200, Unknown=255. <br><br><span style="color:#888">3.2.c.1 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.c weight_high
Chant the key values	'0-1-20-90-110-115-120-200.' Say until automatic. Write on whiteboard first thing in the exam. <br><br><span style="color:#888">3.2.c.2 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.c weight_high
Modify AD	'distance N' under routing protocol config. Or append N to static: 'ip route ... next-hop N'. <br><br><span style="color:#888">3.2.c.3 · weight: med</span>	ccna domain3 topic3.2 subtopic3.2.c weight_med
Metric as 3rd tiebreaker	Same prefix AND same AD → metric decides. Within the same protocol. Lower wins. <br><br><span style="color:#888">3.2.d.1 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.d weight_high
ECMP default 4 paths	Equal Cost Multi-Path. Tied metrics → all paths installed and load-balanced. OSPF default = 4, max = 32. <br><br><span style="color:#888">3.2.d.2 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.d weight_high
maximum-paths command	Change ECMP path count: 'maximum-paths N' under routing protocol. <br><br><span style="color:#888">3.2.d.3 · weight: med</span>	ccna domain3 topic3.2 subtopic3.2.d weight_med
CEF per-destination LB	Cisco Express Forwarding default. Load-balances by source-dest IP hash so flows stay on one path. <br><br><span style="color:#888">3.2.d.4 · weight: med</span>	ccna domain3 topic3.2 subtopic3.2.d weight_med
PAM (forwarding decision)	Prefix (LPM), AD, Metric. The 3-step hierarchy. NEVER skip a step or jump ahead. <br><br><span style="color:#888">3.2.e.1 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.e weight_high
Step 1: Longest Prefix Match	Most specific mask wins. Always first. Overrides AD and metric. <br><br><span style="color:#888">3.2.e.2 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.e weight_high
Step 2: Lowest AD	Used only if Step 1 produces a tie (same mask). Lower AD wins. <br><br><span style="color:#888">3.2.e.3 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.e weight_high
Step 3: Lowest metric	Used only if Steps 1 AND 2 tie (same mask + same protocol). Lower metric wins. Ties = ECMP. <br><br><span style="color:#888">3.2.e.4 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.e weight_high
Exam trap	Don't jump to AD before checking prefix length. A /28 from RIP still beats a /24 from connected. <br><br><span style="color:#888">3.2.e.5 · weight: high</span>	ccna domain3 topic3.2 subtopic3.2.e weight_high
IPv4 default route	'ip route 0.0.0.0 0.0.0.0 [next-hop]'. Matches any destination. Gateway of last resort. <br><br><span style="color:#888">3.3.a.1 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.a weight_high
IPv6 default route	'ipv6 route ::/0 [next-hop]'. Same concept; IPv6 syntax. <br><br><span style="color:#888">3.3.a.2 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.a weight_high
Branch office pattern	Single default route to HQ/ISP. No need for full routing table. <br><br><span style="color:#888">3.3.a.3 · weight: med</span>	ccna domain3 topic3.3 subtopic3.3.a weight_med
S* in route table	Static candidate default route marker. Only appears when a default is configured. <br><br><span style="color:#888">3.3.a.4 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.a weight_high
Network static route syntax	'ip route [network] [mask] [next-hop|interface]'. Manual route to a specific network. <br><br><span style="color:#888">3.3.b.1 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.b weight_high
Static AD = 1	Default AD for static routes. Wins against all dynamic protocols unless AD is manually raised. <br><br><span style="color:#888">3.3.b.2 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.b weight_high
Bidirectional routing rule	Need routes in BOTH directions. R1→R3's LAN AND R3→R1's LAN. Missing return route = classic trap. <br><br><span style="color:#888">3.3.b.3 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.b weight_high
IPv6 static syntax	'ipv6 route [prefix/length] [next-hop|interface]'. Same concept. <br><br><span style="color:#888">3.3.b.4 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.b weight_high
Host route (/32)	Route for a single IP. Mask 255.255.255.255. Most specific possible — always wins LPM. <br><br><span style="color:#888">3.3.c.1 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.c weight_high
L route = auto /32	Router auto-creates /32 local routes for its own interface IPs. Ensures local processing. <br><br><span style="color:#888">3.3.c.2 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.c weight_high
Manual host route use case	Force specific traffic through a specific next-hop regardless of broader routes. Policy-based steering. <br><br><span style="color:#888">3.3.c.3 · weight: med</span>	ccna domain3 topic3.3 subtopic3.3.c weight_med
Floating static route	Static route with AD set HIGHER than primary. Stays out of table until primary fails. <br><br><span style="color:#888">3.3.d.1 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.d weight_high
Set AD on static	'ip route [network] [mask] [next-hop] [AD]'. Append AD value at the end of the command. <br><br><span style="color:#888">3.3.d.2 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.d weight_high
AD must exceed primary	If primary is OSPF (110), set floating static to 111+. Typical: 200-250 for safety margin. <br><br><span style="color:#888">3.3.d.3 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.d weight_high
Common mistake	Forgetting to append AD leaves static at default 1 → always wins, primary never used. Classic failure. <br><br><span style="color:#888">3.3.d.4 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.d weight_high
Failover behavior	Primary fails → floating static activates. Primary returns → primary reclaims, floating goes back to standby. <br><br><span style="color:#888">3.3.d.5 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.d weight_high
IPv6 static syntax	'ipv6 route [prefix/length] [next-hop|interface]'. Same structure as IPv4. <br><br><span style="color:#888">3.3.e.1 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.e weight_high
ipv6 unicast-routing	GLOBAL command. Must be enabled or router won't forward IPv6. Most forgotten prerequisite. <br><br><span style="color:#888">3.3.e.2 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.e weight_high
Link-local next-hop rule	If next-hop is fe80::..., MUST specify exit interface too: 'ipv6 route ::/0 Gi0/0 fe80::1'. <br><br><span style="color:#888">3.3.e.3 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.e weight_high
Why link-local needs interface	fe80:: addresses are unique per-interface, not globally. Router can't determine exit interface alone. <br><br><span style="color:#888">3.3.e.4 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.e weight_high
Default IPv6 route	'ipv6 route ::/0 [next-hop]'. ::/0 = match everything. IPv6 default route. <br><br><span style="color:#888">3.3.e.5 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.e weight_high
Next-hop IP (recursive)	Router looks up next-hop in table to find exit interface. Preferred on Ethernet. <br><br><span style="color:#888">3.3.f.1 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.f weight_high
Exit interface only	No recursive lookup. Fine on P2P. Causes ARP flooding on Ethernet (ARP per destination IP). <br><br><span style="color:#888">3.3.f.2 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.f weight_high
Fully specified (both)	'ip route ... Gi0/0 192.168.1.2'. Best of both worlds. No recursion, no ARP issues. <br><br><span style="color:#888">3.3.f.3 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.f weight_high
Cisco recommendation	Next-hop IP or fully-specified on Ethernet. Exit-interface-only ONLY on point-to-point. <br><br><span style="color:#888">3.3.f.4 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.f weight_high
Step 1: Config check	'show running-config | include ip route' — verifies the command was entered. <br><br><span style="color:#888">3.3.g.1 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.g weight_high
Step 2: Routing table check	'show ip route static' — verifies route is INSTALLED in the table (not just configured). <br><br><span style="color:#888">3.3.g.2 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.g weight_high
Step 3: Connectivity check	ping + traceroute — verifies traffic actually reaches the destination end-to-end. <br><br><span style="color:#888">3.3.g.3 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.g weight_high
Configured but not installed	Route is in config but not in table = exit interface down OR next-hop unreachable. <br><br><span style="color:#888">3.3.g.4 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.g weight_high
Common issues	Missing return route, wrong next-hop, wrong mask, down interface, asymmetric routing. <br><br><span style="color:#888">3.3.g.5 · weight: high</span>	ccna domain3 topic3.3 subtopic3.3.g weight_high
OSPF Hello packets	Sent every 10s (broadcast/P2P) or 30s (NBMA). Discover and maintain neighbor relationships. <br><br><span style="color:#888">3.4.a.1 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.a weight_high
OSPF Dead interval	4× Hello by default. 40s (broadcast/P2P) or 120s (NBMA). Neighbor declared down after this. <br><br><span style="color:#888">3.4.a.2 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.a weight_high
HAMSS match requirements	Hello/Dead timers, Area ID, MTU, Subnet mask, Stub flag. ALL must match for adjacency. <br><br><span style="color:#888">3.4.a.3 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.a weight_high
OSPF states (D-I-2-Ex-L-F)	Down → Init → 2-Way → ExStart → Exchange → Loading → Full. Full = synced, ready. <br><br><span style="color:#888">3.4.a.4 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.a weight_high
Stuck in Init	Hellos not arriving. ACL blocking 224.0.0.5/224.0.0.6 or interface issue. <br><br><span style="color:#888">3.4.a.5 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.a weight_high
Stuck in ExStart/Exchange	MTU mismatch between interfaces. Classic hard-to-diagnose issue. <br><br><span style="color:#888">3.4.a.6 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.a weight_high
2-Way is normal for DROther	On broadcast networks, DROther-to-DROther stays 2-Way. Full only with DR/BDR. Not a problem. <br><br><span style="color:#888">3.4.a.7 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.a weight_high
OSPF P2P network type	No DR/BDR election needed. Two routers on link go directly to Full adjacency. <br><br><span style="color:#888">3.4.b.1 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.b weight_high
ip ospf network point-to-point	Interface command to force Ethernet to act as P2P. Skip DR election, faster convergence. <br><br><span style="color:#888">3.4.b.2 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.b weight_high
FULL/ - state	show ip ospf neighbor output. Dash = no DR role = P2P network type. <br><br><span style="color:#888">3.4.b.3 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.b weight_high
P2P Hello timer	10 seconds (default). Dead interval 40 seconds (4×). <br><br><span style="color:#888">3.4.b.4 · weight: med</span>	ccna domain3 topic3.4 subtopic3.4.b weight_med
DR (Designated Router)	Elected on broadcast/multi-access networks. Reduces LSA flooding. Highest priority wins. <br><br><span style="color:#888">3.4.c.1 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.c weight_high
BDR (Backup DR)	Second-highest priority. Takes over if DR fails. <br><br><span style="color:#888">3.4.c.2 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.c weight_high
DR election tiebreaker	Highest priority wins. Tie → highest Router ID. Priority 0 = never DR. <br><br><span style="color:#888">3.4.c.3 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.c weight_high
Non-preemptive election	DR stays until it FAILS. Higher priority joining later does NOT trigger new election. Classic trap. <br><br><span style="color:#888">3.4.c.4 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.c weight_high
Force new election	'clear ip ospf process' or shutdown DR's interface. Changing priority alone does NOT. <br><br><span style="color:#888">3.4.c.5 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.c weight_high
ip ospf priority [0-255]	Interface command. Sets OSPF priority. Default 1. 0 = opt out of DR/BDR role. <br><br><span style="color:#888">3.4.c.6 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.c weight_high
224.0.0.5 / 224.0.0.6	AllSPFRouters / AllDRouters multicast. Routers → 224.0.0.5 for Hello. LSAs to DR/BDR on 224.0.0.6. <br><br><span style="color:#888">3.4.c.7 · weight: med</span>	ccna domain3 topic3.4 subtopic3.4.c weight_med
OSPF Router ID (RID)	32-bit unique identifier per OSPF router. Formatted like IP address. Must be unique in OSPF domain. <br><br><span style="color:#888">3.4.d.1 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.d weight_high
MLP priority order	Manual 'router-id' > highest Loopback IP > highest active Physical IP. <br><br><span style="color:#888">3.4.d.2 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.d weight_high
RID locked at startup	Determined when OSPF process starts. Does NOT auto-update when you change config or add loopbacks. <br><br><span style="color:#888">3.4.d.3 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.d weight_high
clear ip ospf process	Restart OSPF to apply new RID. Drops all adjacencies temporarily. <br><br><span style="color:#888">3.4.d.4 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.d weight_high
router-id X.X.X.X	Best practice. Manual RID is predictable and survives interface changes. <br><br><span style="color:#888">3.4.d.5 · weight: high</span>	ccna domain3 topic3.4 subtopic3.4.d weight_high
